"V1","V2","V3","V4","V5","V6","V7"
"Row52",0.0377964473009227,0,0,0,0,0,0
"Row53",0.0377964473009227,0,0,0,0,0,0
"Row54",0.0377964473009227,0,0,0,0,0,0
"Row55",0.0377964473009227,0,0,0,0,0,0
"Row56",0.0377964473009227,0,0,0,0,0,0
"Row57",0.0377964473009227,0,0,0,0,0,0
"Row58",0.0377964473009227,0,0,0,0,0,0
"Row59",0.0377964473009227,0,0,0,0,0,0
"Row60",0.0377964473009227,0,0,0,0,0,0
"Row61",0.0377964473009227,0,0,0,0,0,0
"Row62",0.0377964473009227,0,0,0,0,0,0
"Row63",0.0377964473009227,0,0,0,0,0,0
"Row64",0.0377964473009227,0,0,0,0,0,0
"Row65",0.0377964473009227,0,0,0,0,0,0
"Row66",0.0377964473009227,0,0,0,0,0,0
"Row67",0.0377964473009227,0,0,0,0,0,0
"Row68",0.0377964473009227,0,0,0,0,0,0
"Row69",0.0377964473009227,0,0,0,0,0,0
"Row70",0.0377964473009227,0,0,0,0,0,0
"Row71",0.0377964473009227,0,0,0,0,0,0
"Row72",0.0377964473009227,0,0,0,0,0,0
"Row73",0.0377964473009227,0,0,0,0,0,0
"Row74",0.0377964473009227,0,0,0,0,0,0
"Row75",0.0377964473009227,0,0,0,0,0,0
"Row76",0.0377964473009227,0,0,0,0,0,0
"Row77",0.0377964473009227,0,0,0,0,0,0
"Row78",0.0377964473009227,0,0,0,0,0,0
"Row79",0.0377964473009227,0,0,0,0,0,0
"Row80",0.0377964473009227,0,0,0,0,0,0
"Row81",0.0377964473009227,0,0,0,0,0,0
"Row82",0.0377964473009227,0,0,0,0,0,0
"Row83",0.0377964473009227,0,0,0,0,0,0
"Row84",0.0377964473009227,0,0,0,0,0,0
"Row85",0.0377964473009227,0,0,0,0,0,0
"Row86",0.0377964473009227,0,0,0,0,0,0
"Row87",0.0377964473009227,0,0,0,0,0,0
"Row88",0.0377964473009227,0,0,0,0,0,0
"Row89",0.0377964473009227,0,0,0,0,0,0
"Row90",0.0377964473009227,0,0,0,0,0,0
"Row91",0.0377964473009227,0,0,0,0,0,0
"Row92",0.0377964473009227,0,0,0,0,0,0
"Row93",0.0377964473009227,0,0,0,0,0,0
"Row94",0.0377964473009227,0,0,0,0,0,0
"Row95",0.0377964473009227,0,0,0,0,0,0
"Row96",0.0377964473009227,0,0,0,0,0,0
"Row97",0.0377964473009227,0,0,0,0,0,0
"Row98",0.0377964473009227,0,0,0,0,0,0
"Row99",0.0377964473009227,0,0,0,0,0,0
"Row100",0.0377964473009227,0.0426147523024595,0,0,0,0,0
"Row101",0.0377964473009227,0.0415837847756465,0,0,0,0,0
"Row102",0.0377964473009227,0.0425714926313961,0,0,0,0,0
"Row103",0.0377964473009227,0.0435390970708993,0,0,0,0,0
"Row104",0.0377964473009227,0.0430192865961406,0,0,0,0,0
"Row105",0.0377964473009227,0.0397652176523454,0,0,0,0,0
"Row106",0.0377964473009227,0.0364250026056227,0,0,0,0,0
"Row107",0.0377964473009227,0.0410900151631234,0,0,0,0,0
"Row108",0.0377964473009227,0.041851731776648,0,0,0,0,0
"Row109",0.0377964473009227,0.0441489806476176,0,0,0,0,0
"Row110",0.0377964473009227,0.0424603153213117,0,0,0,0,0
"Row111",0.0377964473009227,0.0416759862743238,0,0,0,0,0
"Row112",0.0377964473009227,0.042452269881023,0,0,0,0,0
"Row113",0.0377964473009227,0.0374719856161811,0,0,0,0,0
"Row114",0.0377964473009227,0.0415461559953557,0,0,0,0,0
"Row115",0.0377964473009227,0.045249311875098,0,0,0,0,0
"Row116",0.0377964473009227,0.0383554741084812,0,0,0,0,0
"Row117",0.0377964473009227,0.0434755179838212,0,0,0,0,0
"Row118",0.0377964473009227,0.0430871273732267,0,0,0,0,0
"Row119",0.0377964473009227,0.0429773688466516,0,0,0,0,0
"Row120",0.0377964473009227,0.041998333482646,0,0,0,0,0
"Row121",0.0377964473009227,0.0450269055058895,0,0,0,0,0
"Row122",0.0377964473009227,0.0469454229832117,0,0,0,0,0
"Row123",0.0377964473009227,0.0403119158910874,0,0,0,0,0
"Row124",0.0377964473009227,0.0402725943468795,0,0,0,0,0
"Row125",0.0377964473009227,0.0416087430278204,0,0,0,0,0
"Row126",0.0377964473009227,0.039781091346171,0,0,0,0,0
"Row127",0.0377964473009227,0.0401611785275806,0,0,0,0,0
"Row128",0.0377964473009227,0.0392603053155303,0,0,0,0,0
"Row129",0.0377964473009227,0.0435140028906709,0,0,0,0,0
"Row130",0.0377964473009227,0.0424009863548775,0,0,0,0,0
"Row131",0.0377964473009227,0.0454323144365559,0,0,0,0,0
"Row132",0.0377964473009227,0.0458340625767947,0,0,0,0,0
"Row133",0.0377964473009227,0.0459540124764351,0,0,0,0,0
"Row134",0.0377964473009227,0.0442071653559303,0,0,0,0,0
"Row135",0.0377964473009227,0.0369814934926381,0,0,0,0,0
"Row136",0.0377964473009227,0.0457048171096047,0,0,0,0,0
"Row137",0.0377964473009227,0.0453692442258205,0,0,0,0,0
"Row138",0.0377964473009227,0.0464416120631907,0,0,0,0,0
"Row139",0.0377964473009227,0.0503760958088441,0,0,0,0,0
"Row140",0.0377964473009227,0.0382378452227409,0,0,0,0,0
"Row141",0.0377964473009227,0.0384403740615565,0,0,0,0,0
"Row142",0.0377964473009227,0.042642742720275,0,0,0,0,0
"Row143",0.0377964473009227,0.0389703188880886,0,0,0,0,0
"Row144",0.0377964473009227,0.0381095236204517,0,0,0,0,0
"Row145",0.0377964473009227,0.0401202149877238,0,0,0,0,0
"Row146",0.0377964473009227,0.043678420596979,0,0,0,0,0
"Row147",0.0377964473009227,0.0331130565985244,0,0,0,0,0
"Row148",0.0377964473009227,0.0453759683262416,0,0,0,0,0
"Row149",0.0377964473009227,0.0466960484001316,0,0,0,0,0
"Row150",0.0377964473009227,0.0366975765792501,0,0,0,0,0
"Row151",0.0377964473009227,0.0377169533143888,0,0,0,0,0
"Row152",0.0377964473009227,0.0460209132111315,0,0,0,0,0
"Row153",0.0377964473009227,0.0421651220964243,0,0,0,0,0
"Row154",0.0377964473009227,0.0383001547353434,0,0,0,0,0
"Row155",0.0377964473009227,0.042852297504823,0,0,0,0,0
"Row156",0.0377964473009227,0.0397944385945745,0,0,0,0,0
"Row157",0.0377964473009227,0.0385347189782347,0,0,0,0,0
"Row158",0.0377964473009227,0.0403751227982663,0,0,0,0,0
"Row159",0.0377964473009227,0.043361022427595,0,0,0,0,0
"Row160",0.0377964473009227,0.0441811600033261,0,0,0,0,0
"Row161",0.0377964473009227,0.0412091681692312,0,0,0,0,0
"Row162",0.0377964473009227,0.04537805961222,0,0,0,0,0
"Row163",0.0377964473009227,0.0436943350454319,0,0,0,0,0
"Row164",0.0377964473009227,0.0436842449679971,0,0,0,0,0
"Row165",0.0377964473009227,0.0367710150722246,0,0,0,0,0
"Row166",0.0377964473009227,0.0379243285926702,0,0,0,0,0
"Row167",0.0377964473009227,0.0399719086701568,0,0,0,0,0
"Row168",0.0377964473009227,0.0421146867812286,0,0,0,0,0
"Row169",0.0377964473009227,0.0447723327181136,0,0,0,0,0
"Row170",0.0377964473009227,0.0430722361065262,0,0,0,0,0
"Row171",0.0377964473009227,0.0408558770897044,0,0,0,0,0
"Row172",0.0377964473009227,0.0438233884730914,0,0,0,0,0
"Row173",0.0377964473009227,0.0436239923305004,0,0,0,0,0
"Row174",0.0377964473009227,0.0435502069003249,0,0,0,0,0
"Row175",0.0377964473009227,0.0453023068822215,0,0,0,0,0
"Row176",0.0377964473009227,0.0374986762782715,0,0,0,0,0
"Row177",0.0377964473009227,0.0417001070289104,0,0,0,0,0
"Row178",0.0377964473009227,0.0378653510355481,0,0,0,0,0
"Row179",0.0377964473009227,0.03738881852964,0,0,0,0,0
"Row180",0.0377964473009227,0.0475028661293743,0,0,0,0,0
"Row181",0.0377964473009227,0.0419647698223813,0,0,0,0,0
"Row182",0.0377964473009227,0.0423693170959532,0,0,0,0,0
"Row183",0.0377964473009227,0.037412054071074,0,0,0,0,0
"Row184",0.0377964473009227,0.0361735763236235,0,0,0,0,0
"Row185",0.0377964473009227,0.0442135355969071,0,0,0,0,0
"Row186",0.0377964473009227,0.046293440735304,0,0,0,0,0
"Row187",0.0377964473009227,0.0388413883370128,0,0,0,0,0
"Row188",0.0377964473009227,0.0425512357140182,0,0,0,0,0
"Row189",0.0377964473009227,0.0407130308940552,0,0,0,0,0
"Row190",0.0377964473009227,0.0404064017615612,0,0,0,0,0
"Row191",0.0377964473009227,0.0434786570173396,0,0,0,0,0
"Row192",0.0377964473009227,0.0434729147521454,0,0,0,0,0
"Row193",0.0377964473009227,0.0399340133801848,0,0,0,0,0
"Row194",0.0377964473009227,0.0362534379497609,0,0,0,0,0
"Row195",0.0377964473009227,0.0380436688974125,0,0,0,0,0
"Row196",0.0377964473009227,0.0405434763230566,0,0,0,0,0
"Row197",0.0377964473009227,0.0414270878283686,0,0,0,0,0
"Row198",0.0377964473009227,0.0450000857641042,0,0,0,0,0
"Row199",0.0377964473009227,0.0404543572848427,0,0,0,0,0
"Row200",0.0377964473009227,0,0.0462899895327518,0,0,0,0
"Row201",0.0377964473009227,0,0.0442965438812797,0,0,0,0
"Row202",0.0377964473009227,0,0.0414574708813419,0,0,0,0
"Row203",0.0377964473009227,0,0.0434981830154411,0,0,0,0
"Row204",0.0377964473009227,0,0.0402720440484817,0,0,0,0
"Row205",0.0377964473009227,0,0.0410418101922474,0,0,0,0
"Row206",0.0377964473009227,0,0.0427631172994031,0,0,0,0
"Row207",0.0377964473009227,0,0.0444366711539541,0,0,0,0
"Row208",0.0377964473009227,0,0.0475461341615602,0,0,0,0
"Row209",0.0377964473009227,0,0.0406287842534285,0,0,0,0
"Row210",0.0377964473009227,0,0.0379420534263155,0,0,0,0
"Row211",0.0377964473009227,0,0.0470068367166995,0,0,0,0
"Row212",0.0377964473009227,0,0.0434743957699227,0,0,0,0
"Row213",0.0377964473009227,0,0.0400065754793985,0,0,0,0
"Row214",0.0377964473009227,0,0.0418543160078173,0,0,0,0
"Row215",0.0377964473009227,0,0.0411206328834405,0,0,0,0
"Row216",0.0377964473009227,0,0.0424489168722355,0,0,0,0
"Row217",0.0377964473009227,0,0.0385096579453428,0,0,0,0
"Row218",0.0377964473009227,0,0.0464713838387731,0,0,0,0
"Row219",0.0377964473009227,0,0.0503100565317206,0,0,0,0
"Row220",0.0377964473009227,0,0.0413610364400634,0,0,0,0
"Row221",0.0377964473009227,0,0.0444730064151579,0,0,0,0
"Row222",0.0377964473009227,0,0.0482634205055696,0,0,0,0
"Row223",0.0377964473009227,0,0.0430222550432639,0,0,0,0
"Row224",0.0377964473009227,0,0.0422291504165573,0,0,0,0
"Row225",0.0377964473009227,0,0.0407718159181832,0,0,0,0
"Row226",0.0377964473009227,0,0.0381167633476205,0,0,0,0
"Row227",0.0377964473009227,0,0.0444785566018317,0,0,0,0
"Row228",0.0377964473009227,0,0.045015957179608,0,0,0,0
"Row229",0.0377964473009227,0,0.0416423291172277,0,0,0,0
"Row230",0.0377964473009227,0,0.0430769913844633,0,0,0,0
"Row231",0.0377964473009227,0,0.0412346789991096,0,0,0,0
"Row232",0.0377964473009227,0,0.0362978202718268,0,0,0,0
"Row233",0.0377964473009227,0,0.0397051789943266,0,0,0,0
"Row234",0.0377964473009227,0,0.0393779991269102,0,0,0,0
"Row235",0.0377964473009227,0,0.0437193493842921,0,0,0,0
"Row236",0.0377964473009227,0,0.0443268593350579,0,0,0,0
"Row237",0.0377964473009227,0,0.0421365097801369,0,0,0,0
"Row238",0.0377964473009227,0,0.0450244845666786,0,0,0,0
"Row239",0.0377964473009227,0,0.0448459195992323,0,0,0,0
"Row240",0.0377964473009227,0,0.0423309624300061,0,0,0,0
"Row241",0.0377964473009227,0,0.0407984940662186,0,0,0,0
"Row242",0.0377964473009227,0,0.0411268953535595,0,0,0,0
"Row243",0.0377964473009227,0,0.0412646543603063,0,0,0,0
"Row244",0.0377964473009227,0,0.0423655485030454,0,0,0,0
"Row245",0.0377964473009227,0,0.0442358559993121,0,0,0,0
"Row246",0.0377964473009227,0,0.0445421028064752,0,0,0,0
"Row247",0.0377964473009227,0,0.0422272820969932,0,0,0,0
"Row248",0.0377964473009227,0,0.0462641340624567,0,0,0,0
"Row249",0.0377964473009227,0,0.0471672895102429,0,0,0,0
"Row250",0.0377964473009227,0,0.045229794679013,0,0,0,0
"Row251",0.0377964473009227,0,0.0453031484038874,0,0,0,0
"Row252",0.0377964473009227,0,0.0396551441917482,0,0,0,0
"Row253",0.0377964473009227,0,0.0452670730952737,0,0,0,0
"Row254",0.0377964473009227,0,0.0431067891044267,0,0,0,0
"Row255",0.0377964473009227,0,0.0469079186458736,0,0,0,0
"Row256",0.0377964473009227,0,0.0455623469758433,0,0,0,0
"Row257",0.0377964473009227,0,0.0378063428219455,0,0,0,0
"Row258",0.0377964473009227,0,0.0425166423812034,0,0,0,0
"Row259",0.0377964473009227,0,0.0446074404723796,0,0,0,0
"Row260",0.0377964473009227,0,0.0476024227991152,0,0,0,0
"Row261",0.0377964473009227,0,0.0423416101259559,0,0,0,0
"Row262",0.0377964473009227,0,0.0438497346531311,0,0,0,0
"Row263",0.0377964473009227,0,0.0402623106732121,0,0,0,0
"Row264",0.0377964473009227,0,0.0421825452352395,0,0,0,0
"Row265",0.0377964473009227,0,0.0426504433781174,0,0,0,0
"Row266",0.0377964473009227,0,0.0389046471223728,0,0,0,0
"Row267",0.0377964473009227,0,0.0397462377899834,0,0,0,0
"Row268",0.0377964473009227,0,0.0442839972361087,0,0,0,0
"Row269",0.0377964473009227,0,0.0456699480485282,0,0,0,0
"Row270",0.0377964473009227,0,0.0391493518440429,0,0,0,0
"Row271",0.0377964473009227,0,0.0459865178059553,0,0,0,0
"Row272",0.0377964473009227,0,0.0475369571035497,0,0,0,0
"Row273",0.0377964473009227,0,0.0382409441209163,0,0,0,0
"Row274",0.0377964473009227,0,0.041308897283842,0,0,0,0
"Row275",0.0377964473009227,0,0.0451090307447683,0,0,0,0
"Row276",0.0377964473009227,0,0.0367623104151797,0,0,0,0
"Row277",0.0377964473009227,0,0.0465776439285889,0,0,0,0
"Row278",0.0377964473009227,0,0.0390570914306204,0,0,0,0
"Row279",0.0377964473009227,0,0.0406905770304916,0,0,0,0
"Row280",0.0377964473009227,0,0.0494863409789349,0,0,0,0
"Row281",0.0377964473009227,0,0.0466392090521123,0,0,0,0
"Row282",0.0377964473009227,0,0.0426214593799279,0,0,0,0
"Row283",0.0377964473009227,0,0.045640361076602,0,0,0,0
"Row284",0.0377964473009227,0,0.0437758123835732,0,0,0,0
"Row285",0.0377964473009227,0,0.0463451098639149,0,0,0,0
"Row286",0.0377964473009227,0,0.0456322415603564,0,0,0,0
"Row287",0.0377964473009227,0,0.0379070624967315,0,0,0,0
"Row288",0.0377964473009227,0,0.0457829301690668,0,0,0,0
"Row289",0.0377964473009227,0,0.0425229993397006,0,0,0,0
"Row290",0.0377964473009227,0,0.043383517599495,0,0,0,0
"Row291",0.0377964473009227,0,0.0484102194256512,0,0,0,0
"Row292",0.0377964473009227,0,0.0460874690907629,0,0,0,0
"Row293",0.0377964473009227,0,0.0470957751634522,0,0,0,0
"Row294",0.0377964473009227,0,0.0453502099308763,0,0,0,0
"Row295",0.0377964473009227,0,0.0403156858215681,0,0,0,0
"Row296",0.0377964473009227,0,0.0408937564498857,0,0,0,0
"Row297",0.0377964473009227,0,0.0440510150340794,0,0,0,0
"Row298",0.0377964473009227,0,0.044997458699704,0,0,0,0
"Row299",0.0377964473009227,0,0.0413926600215173,0,0,0,0
"Row300",0.0377964473009227,0.0691833685379891,0,0,0.091799709176685,0,0
"Row301",0.0377964473009227,0.0677046506995411,0,0,0.0956135529375709,0,0
"Row302",0.0377964473009227,0.0670433712595042,0,0,0.0977163756630431,0,0
"Row303",0.0377964473009227,0.0714017109069121,0,0,0.100347017962728,0,0
"Row304",0.0377964473009227,0.0633911807720174,0,0,0.105098790150473,0,0
"Row305",0.0377964473009227,0.0673276756636883,0,0,0.0981308431141084,0,0
"Row306",0.0377964473009227,0.0594326654351051,0,0,0.109867210952582,0,0
"Row307",0.0377964473009227,0.0711424658814871,0,0,0.0988856358286302,0,0
"Row308",0.0377964473009227,0.0633827501632978,0,0,0.0964669215852536,0,0
"Row309",0.0377964473009227,0.0662319055574906,0,0,0.097682501403918,0,0
"Row310",0.0377964473009227,0.0620514061353295,0,0,0.095647504726464,0,0
"Row311",0.0377964473009227,0.0657323493398052,0,0,0.105899803469115,0,0
"Row312",0.0377964473009227,0.0601822234768476,0,0,0.099622262357614,0,0
"Row313",0.0377964473009227,0.0645619782079979,0,0,0.104447444288781,0,0
"Row314",0.0377964473009227,0.0684951147368541,0,0,0.0968706548801702,0,0
"Row315",0.0377964473009227,0.0659210423642274,0,0,0.10105560990356,0,0
"Row316",0.0377964473009227,0.0618982676557129,0,0,0.0935938657443067,0,0
"Row317",0.0377964473009227,0.0677090558115823,0,0,0.0909172011797861,0,0
"Row318",0.0377964473009227,0.0635383207950521,0,0,0.09824168229099,0,0
"Row319",0.0377964473009227,0.0631971330221225,0,0,0.108130209915839,0,0
"Row320",0.0377964473009227,0.0640898132652075,0,0,0.101516787250144,0,0
"Row321",0.0377964473009227,0.0607649629768497,0,0,0.0969657017875083,0,0
"Row322",0.0377964473009227,0.0631776340389323,0,0,0.0977992814021563,0,0
"Row323",0.0377964473009227,0.0588955978371278,0,0,0.101605398702063,0,0
"Row324",0.0377964473009227,0.0712946762360585,0,0,0.0975209121359005,0,0
"Row325",0.0377964473009227,0.0642793683317196,0,0,0.100627615177392,0,0
"Row326",0.0377964473009227,0.0643888772382616,0,0,0.0965325586252943,0,0
"Row327",0.0377964473009227,0.0655724330728907,0,0,0.0948289421257796,0,0
"Row328",0.0377964473009227,0.0717936975614134,0,0,0.107818923931378,0,0
"Row329",0.0377964473009227,0.0707634979289243,0,0,0.0961855917135432,0,0
"Row330",0.0377964473009227,0.0665622985365212,0,0,0.107381776289481,0,0
"Row331",0.0377964473009227,0.0676563315676561,0,0,0.101658955753844,0,0
"Row332",0.0377964473009227,0.0671117644857778,0,0,0.105615546180772,0,0
"Row333",0.0377964473009227,0.0616117182984507,0,0,0.100568682601693,0,0
"Row334",0.0377964473009227,0.0625076498314474,0,0,0.0965325924029922,0,0
"Row335",0.0377964473009227,0.0697910999634537,0,0,0.102350881933133,0,0
"Row336",0.0377964473009227,0.0662288228162984,0,0,0.0938384577458942,0,0
"Row337",0.0377964473009227,0.0659048372373235,0,0,0.106490118591788,0,0
"Row338",0.0377964473009227,0.0679876046870041,0,0,0.102078200772177,0,0
"Row339",0.0377964473009227,0.0660191015409411,0,0,0.0963730410486499,0,0
"Row340",0.0377964473009227,0.0648311790093782,0,0,0.0949189039560174,0,0
"Row341",0.0377964473009227,0.0612826439629712,0,0,0.0996717657279018,0,0
"Row342",0.0377964473009227,0.0659969267305479,0,0,0.107333117115689,0,0
"Row343",0.0377964473009227,0.0655262631649888,0,0,0.102947378621808,0,0
"Row344",0.0377964473009227,0.0608963953658321,0,0,0.109284317075956,0,0
"Row345",0.0377964473009227,0.065884280429776,0,0,0.098648805865336,0,0
"Row346",0.0377964473009227,0.0637388133522883,0,0,0.101277498616984,0,0
"Row347",0.0377964473009227,0.0657233141623062,0,0,0.101742427834931,0,0
"Row348",0.0377964473009227,0.0600087284555419,0,0,0.0941310910797199,0,0
"Row349",0.0377964473009227,0.0705981742480902,0,0,0.0980164996209009,0,0
"Row350",0.0377964473009227,0.0690034234320731,0,0,0.104467147408861,0,0
"Row351",0.0377964473009227,0.0703553950528786,0,0,0.0922273743724523,0,0
"Row352",0.0377964473009227,0.0663666370579415,0,0,0.110065203192869,0,0
"Row353",0.0377964473009227,0.0655515831195881,0,0,0.110137527171705,0,0
"Row354",0.0377964473009227,0.0670682591831436,0,0,0.0988662729374535,0,0
"Row355",0.0377964473009227,0.0689821456040917,0,0,0.11035413814671,0,0
"Row356",0.0377964473009227,0.0662256816174148,0,0,0.0968637477412679,0,0
"Row357",0.0377964473009227,0.068957160669458,0,0,0.0971296646761015,0,0
"Row358",0.0377964473009227,0.0651098113081364,0,0,0.104618511720266,0,0
"Row359",0.0377964473009227,0.062225509937269,0,0,0.103574425443937,0,0
"Row360",0.0377964473009227,0.071277417527026,0,0,0.102700927354044,0,0
"Row361",0.0377964473009227,0.0665548001886299,0,0,0.0985767423821694,0,0
"Row362",0.0377964473009227,0.0676900603165636,0,0,0.0918781101589707,0,0
"Row363",0.0377964473009227,0.0647217352835005,0,0,0.0996139948728198,0,0
"Row364",0.0377964473009227,0.0609341564685669,0,0,0.0964269872490285,0,0
"Row365",0.0377964473009227,0.0628953778671616,0,0,0.0989345506012594,0,0
"Row366",0.0377964473009227,0.0675852924084628,0,0,0.10209616111754,0,0
"Row367",0.0377964473009227,0.0606592370907536,0,0,0.10675567444653,0,0
"Row368",0.0377964473009227,0.0600258886204899,0,0,0.0920502843219244,0,0
"Row369",0.0377964473009227,0.0611931045907419,0,0,0.100811816180487,0,0
"Row370",0.0377964473009227,0.0693132672517703,0,0,0.0954677982208786,0,0
"Row371",0.0377964473009227,0.0681080730422841,0,0,0.107957375147268,0,0
"Row372",0.0377964473009227,0.06393330135599,0,0,0.0979840309365426,0,0
"Row373",0.0377964473009227,0.0652878513102034,0,0,0.0943806754704943,0,0
"Row374",0.0377964473009227,0.0678145672596711,0,0,0.102436302105035,0,0
"Row375",0.0377964473009227,0.0699126182474358,0,0,0.0931880678174497,0,0
"Row376",0.0377964473009227,0.0649577739998828,0,0,0.0976103228670294,0,0
"Row377",0.0377964473009227,0.0643018807680558,0,0,0.101363305032972,0,0
"Row378",0.0377964473009227,0.0658528675984981,0,0,0.103778412860672,0,0
"Row379",0.0377964473009227,0.0644912498072558,0,0,0.0922263984497908,0,0
"Row380",0.0377964473009227,0.0619432967287775,0,0,0.096843801437344,0,0
"Row381",0.0377964473009227,0.0661380119821615,0,0,0.0999547277154955,0,0
"Row382",0.0377964473009227,0.0681460632153565,0,0,0.094004189863053,0,0
"Row383",0.0377964473009227,0.0687112894933042,0,0,0.112932459093811,0,0
"Row384",0.0377964473009227,0.0724367074077129,0,0,0.093374725924811,0,0
"Row385",0.0377964473009227,0.066111618056376,0,0,0.0926348348375282,0,0
"Row386",0.0377964473009227,0.0676306239439677,0,0,0.10167672297181,0,0
"Row387",0.0377964473009227,0.0688357561441713,0,0,0.0939340400303435,0,0
"Row388",0.0377964473009227,0.0647246515303189,0,0,0.102526250908478,0,0
"Row389",0.0377964473009227,0.0616776898580592,0,0,0.102765634978866,0,0
"Row390",0.0377964473009227,0.0702595061701646,0,0,0.0961395790599111,0,0
"Row391",0.0377964473009227,0.0678454250859988,0,0,0.0988850399020565,0,0
"Row392",0.0377964473009227,0.0682006784393741,0,0,0.093948978050261,0,0
"Row393",0.0377964473009227,0.0664241699247645,0,0,0.102621479337766,0,0
"Row394",0.0377964473009227,0.0668995582305558,0,0,0.104251165388647,0,0
"Row395",0.0377964473009227,0.0608840348736414,0,0,0.0967986851525555,0,0
"Row396",0.0377964473009227,0.0670493696095162,0,0,0.104229918602254,0,0
"Row397",0.0377964473009227,0.0668529080443641,0,0,0.102647280402586,0,0
"Row398",0.0377964473009227,0.063565195636503,0,0,0.10043282050226,0,0
"Row399",0.0377964473009227,0.0659550910178798,0,0,0.0940889073694221,0,0
"Row400",0.0377964473009227,0.0635211394930109,0,0.0927855215259036,0,0,0
"Row401",0.0377964473009227,0.0668180643168121,0,0.0966203839687671,0,0,0
"Row402",0.0377964473009227,0.0626610282463922,0,0.106463802082144,0,0,0
"Row403",0.0377964473009227,0.0666636596059907,0,0.109255585140866,0,0,0
"Row404",0.0377964473009227,0.0619879613843811,0,0.108461860078111,0,0,0
"Row405",0.0377964473009227,0.0615254828200343,0,0.104830875328692,0,0,0
"Row406",0.0377964473009227,0.0680815166608119,0,0.114217445477755,0,0,0
"Row407",0.0377964473009227,0.0640880861253538,0,0.103286879939929,0,0,0
"Row408",0.0377964473009227,0.0600557931511975,0,0.102881370641014,0,0,0
"Row409",0.0377964473009227,0.0603077809011487,0,0.0984104426552359,0,0,0
"Row410",0.0377964473009227,0.0567356536012504,0,0.0962555915245475,0,0,0
"Row411",0.0377964473009227,0.0631151043336363,0,0.0965850658846933,0,0,0
"Row412",0.0377964473009227,0.0635820393910791,0,0.0979438814145976,0,0,0
"Row413",0.0377964473009227,0.0612023019032591,0,0.104675764536092,0,0,0
"Row414",0.0377964473009227,0.0626439571330608,0,0.106285193533702,0,0,0
"Row415",0.0377964473009227,0.0632921746122313,0,0.0966971535936264,0,0,0
"Row416",0.0377964473009227,0.0631244653043231,0,0.0956786579136866,0,0,0
"Row417",0.0377964473009227,0.0716043665041,0,0.10940516321415,0,0,0
"Row418",0.0377964473009227,0.0671885779609038,0,0.0943838693970904,0,0,0
"Row419",0.0377964473009227,0.0611415118632768,0,0.0944852182822517,0,0,0
"Row420",0.0377964473009227,0.0602201475941323,0,0.101383113004532,0,0,0
