"V1","V2","V3","V4","V5","V6","V7"
"Raw0",0.0456852678240521,0.112910302346652,-0.108123564685978,0.0136866640242041,-0.00760666623320248,0.0219650516394481,-0.00819211106172215
"Raw1",0.0308652774944632,-0.0615917436886384,0.0564016498355305,-0.0463928438498164,0.0316671257005766,-0.00708731377370586,0.0194563550718923
"Raw2",0.0387436378984661,0.00361729601003877,0.00172412369700377,0.0277431442780211,-0.00200902922286641,-0.0432640518940231,0.0562218292101924
"Raw3",-0.00931399836285939,-0.0331760222163213,-0.000275278375574017,-0.0231178196085829,0.000109063408221397,0.0278192768266471,-0.0517373554537945
"Raw4",0.0792635141159722,0.00312235397880252,0.0204530490954062,0.0400685654618616,-0.0248790347918135,0.0333463089925766,-0.0184234698116982
"Raw5",0.00338717262546218,-0.0592067783076522,0.049248935391763,0.0138305124451717,0.00136153307274642,0.0110624701012263,0.0114560629870485
"Raw6",0.0969955645605192,0.0453513163323949,-0.01126635672004,-0.0238418571905996,0.0406485084237205,0.0520622189320529,-0.0324541352893374
"Raw7",0.0494492229436098,-0.0843184048767267,0.0881969453961404,0.0012890032753036,-0.0045157687416175,0.0627662615292092,-0.0642748225830959
"Raw8",0.0105399157093196,0.0274149699575896,-0.041339588223845,-0.136566249841299,0.102545958817089,0.0372938471563791,-0.0196013350470801
"Raw9",0.0129253913217896,-0.00446188119918945,-0.0148117998644015,-0.038834944599179,0.0147368951864179,-0.0188601136651215,-0.0156022630290752
"Raw10",0.0328526390158152,0.122737771999866,-0.127278435029716,0.0475640484981111,-0.0394718257692235,0.0163266892951648,-0.0288056571892157
"Raw11",0.00967182286148633,-0.0328207799328088,0.0222581892478017,0.0380543917921138,-0.00347581573125077,-0.0012583935964887,-0.00164280005125258
"Raw12",0.0163917188488566,-0.0150619070533943,0.00426031099473331,0.0258839228827346,-0.0408484246450372,0.0340757014700621,-0.00250165323507951
"Raw13",-0.0230581274960907,0.0593832969393935,-0.103830535431667,-0.00692240298826706,-0.00423878213229308,-0.0289170309311487,-0.034745036524365
"Raw14",0.0295891468183605,0.0558078634546768,-0.0651671137259807,0.0265207894609039,-0.0508563980725736,-0.0622679147553646,0.0625204249301859
"Raw15",0.0268526275242085,-0.0505500261265777,0.0411935863490563,0.0699178711523174,-0.0647416289420989,0.0845182137796407,-0.131618289760501
